"","Lead.Number","Lead.Origin","Lead.Source","Do.Not.Email","Converted","TotalVisits","Total.Time.Spent.on.Website","Page.Views.Per.Visit","Last.Activity","What.is.your.current.occupation","City","A.free.copy.of.Mastering.The.Interview","Last.Notable.Activity","total_answered"
"227","658081","API","Direct Traffic","No","0",7,1051,3.5,"Olark Chat Conversation","Unemployed","Mumbai","No","Modified","0"
"228","658071","Landing Page Submission","Google","No","0",2,1816,2,"Converted to Lead","Unemployed","Thane & Outskirts","No","Modified","3"
"229","658070","Landing Page Submission","Direct Traffic","No","0",7,74,2.33,"Unreachable","Unemployed","Mumbai","No","Modified","4"
"230","658063","API","Organic Search","No","0",13,54,6.5,"Email Opened","Unemployed","Mumbai","No","Email Opened","2"
"231","658048","Landing Page Submission","Direct Traffic","No","1",3,1183,3,"Email Opened","Unemployed","Thane & Outskirts","Yes","Email Opened","1"
"232","658029","Landing Page Submission","Direct Traffic","No","0",3,66,3,"Email Opened","Unemployed","Thane & Outskirts","Yes","Email Opened","3"
"233","658023","API","Olark Chat","No","0",3,1122,1.5,"Email Opened","Unemployed","Other Cities","No","Email Opened","0"
"234","658017","Landing Page Submission","Organic Search","No","0",6,135,6,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"235","658011","Landing Page Submission","Direct Traffic","No","0",9,307,1.8,"Olark Chat Conversation","Unemployed","Mumbai","Yes","Modified","1"
"236","657995","Landing Page Submission","Organic Search","No","0",12,28,6,"Email Opened","Unemployed","Other Cities","Yes","Email Opened","3"
"237","657990","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Thane & Outskirts","No","Email Opened","2"
"238","657971","Landing Page Submission","google","No","0",5,306,5,"Page Visited on Website","Unemployed","Other Cities","No","Modified","1"
"239","657968","Landing Page Submission","Direct Traffic","No","1",7,116,7,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"240","657951","Landing Page Submission","Direct Traffic","No","0",2,1054,2,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"241","657941","API","Organic Search","No","1",3,195,3,"Converted to Lead","Unemployed","Mumbai","No","Modified","3"
"242","657920","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"243","657905","Landing Page Submission","Google","No","1",3,732,3,"Email Opened","Working Professional","Thane & Outskirts","No","Email Opened","4"
"244","657902","API","Olark Chat","No","0",7,1130,2.33,"Page Visited on Website","Unemployed","Mumbai","Yes","Modified","3"
"245","657899","API","Organic Search","No","0",13,594,4.33,"Had a Phone Conversation","Unemployed","Thane & Outskirts","No","Modified","2"
"246","657887","API","Organic Search","No","0",5,1117,5,"Email Opened","Unemployed","Mumbai","No","Email Opened","0"
"247","657882","API","Referral Sites","No","0",14,354,14,"Unreachable","Unemployed","Thane & Outskirts","No","Modified","2"
"248","657879","API","Google","No","0",3,217,3,"Unreachable","Unemployed","Mumbai","No","Modified","2"
"249","657828","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","2"
"250","657823","API","Direct Traffic","No","1",5,1837,2.5,"Email Opened","Unemployed","Thane & Outskirts","No","Email Opened","3"
"251","657821","Landing Page Submission","Google","No","0",1,302,1,"Converted to Lead","Unemployed","Thane & Outskirts","No","Modified","2"
"252","657803","Landing Page Submission","Google","No","0",6,32,6,"Page Visited on Website","Unemployed","Mumbai","No","Modified","2"
"253","657777","Landing Page Submission","Direct Traffic","No","0",1,1226,1,"Converted to Lead","Unemployed","Tier II Cities","Yes","Modified","3"
"254","657754","Landing Page Submission","Google","No","0",4,144,4,"Email Opened","Unemployed","Other Cities of Maharashtra","No","Email Opened","2"
"255","657741","API","Organic Search","No","1",2,631,1,"Olark Chat Conversation","Unemployed","Other Cities","No","Modified","2"
"256","657731","Landing Page Submission","Direct Traffic","No","1",1,891,1,"Converted to Lead","Student","Other Cities of Maharashtra","Yes","Modified","3"
"257","657717","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","2"
"258","657703","API","Google","No","0",3,235,3,"Email Opened","Unemployed","Mumbai","No","Email Opened","0"
"259","657697","Landing Page Submission","Google","No","0",2,453,2,"Email Link Clicked","Unemployed","Mumbai","No","Modified","2"
"260","657691","API","Referral Sites","No","0",3,60,1.5,"Page Visited on Website","Unemployed","Mumbai","No","Page Visited on Website","2"
"261","657686","Lead Add Form","Welingak Website","No","1",0,0,0,"Email Opened","Unemployed","Mumbai","No","Modified","2"
"262","657676","API","Organic Search","No","0",9,96,4.5,"Page Visited on Website","Unemployed","Thane & Outskirts","No","Modified","2"
"263","657660","Lead Add Form","Welingak Website","No","1",0,0,0,"Email Opened","Unemployed","Mumbai","No","Email Opened","2"
"264","657655","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"265","657644","API","Referral Sites","No","1",11,825,11,"Olark Chat Conversation","Working Professional","Thane & Outskirts","No","Modified","3"
"266","657643","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Other Metro Cities","No","Olark Chat Conversation","0"
"267","657620","API","Direct Traffic","No","0",11,10,5.5,"Page Visited on Website","Unemployed","Mumbai","No","Page Visited on Website","2"
"268","657611","Lead Add Form","Reference","No","1",1,1704,1,"Email Bounced","Unemployed","Mumbai","No","Modified","2"
"269","657609","API","Organic Search","No","1",3,1154,1,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","2"
"270","657590","Lead Add Form","Reference","No","1",0,1262,0,"SMS Sent","Unemployed","Other Cities of Maharashtra","No","Modified","3"
"271","657586","Lead Add Form","Reference","No","1",0,0,0,"Email Opened","Working Professional","Mumbai","No","Email Opened","3"
"272","657572","Landing Page Submission","Referral Sites","No","1",6,104,3,"Email Opened","Unemployed","Other Metro Cities","Yes","Email Opened","3"
"273","657510","API","Google","No","0",3,331,3,"Email Opened","Unemployed","Mumbai","No","Email Opened","0"
"274","657502","Landing Page Submission","Google","No","0",5,294,2.5,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"275","657500","API","Organic Search","No","0",5,345,5,"Email Opened","Unemployed","Mumbai","No","Email Opened","0"
"276","657480","API","Google","No","0",2,172,2,"Olark Chat Conversation","Unemployed","Mumbai","No","Modified","0"
"277","657477","Landing Page Submission","Google","No","1",4,228,4,"Email Opened","Unemployed","Thane & Outskirts","No","Email Opened","4"
"278","657470","Landing Page Submission","Organic Search","No","0",5,26,5,"Email Opened","Unemployed","Thane & Outskirts","Yes","Email Opened","1"
"279","657452","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"280","657436","API","Referral Sites","No","0",4,436,4,"Email Link Clicked","Unemployed","Other Cities","No","Email Link Clicked","0"
"281","657426","Landing Page Submission","google","No","0",5,1008,5,"Page Visited on Website","Unemployed","Other Cities","No","Modified","0"
"282","657423","Landing Page Submission","Referral Sites","No","0",17,71,3.4,"Unreachable","Unemployed","Other Cities of Maharashtra","No","Modified","3"
"283","657421","Landing Page Submission","Google","No","0",8,43,8,"Olark Chat Conversation","Unemployed","Mumbai","No","Modified","4"
"284","657390","Landing Page Submission","Google","No","0",4,294,4,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"285","657388","API","Organic Search","No","0",2,1528,1,"Olark Chat Conversation","Unemployed","Mumbai","No","Modified","0"
"286","657386","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Other Metro Cities","No","Olark Chat Conversation","0"
"287","657385","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Other Cities of Maharashtra","No","Email Opened","0"
"288","657381","API","Referral Sites","No","0",1,213,1,"Converted to Lead","Unemployed","Mumbai","No","Modified","2"
"289","657379","Landing Page Submission","Organic Search","No","1",4,31,1.33,"Email Opened","Working Professional","Other Cities","Yes","Email Opened","3"
"290","657356","API","Google","No","0",3,389,3,"Email Opened","Unemployed","Mumbai","No","Email Opened","0"
"291","657327","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"292","657318","API","Google","No","0",4,97,4,"Olark Chat Conversation","Unemployed","Mumbai","No","Modified","0"
"293","657316","Landing Page Submission","Direct Traffic","No","0",13,194,13,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","1"
"294","657313","Landing Page Submission","Direct Traffic","No","1",2,526,2,"Form Submitted on Website","Unemployed","Mumbai","No","Modified","3"
"295","657311","API","Google","No","0",10,11,10,"View in browser link Clicked","Unemployed","Thane & Outskirts","No","Modified","0"
"296","657302","API","Organic Search","No","0",5,297,2.5,"Email Link Clicked","Unemployed","Mumbai","No","Email Link Clicked","0"
"297","657295","Landing Page Submission","Direct Traffic","No","0",4,174,4,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"298","657267","Landing Page Submission","Organic Search","No","0",4,12,4,"Page Visited on Website","Unemployed","Other Cities","Yes","Modified","3"
"299","657261","Landing Page Submission","Direct Traffic","No","1",5,254,1.25,"Email Opened","Unemployed","Mumbai","Yes","Email Opened","3"
"300","657247","Lead Add Form","Reference","No","1",0,803,0,"SMS Sent","Unemployed","Mumbai","No","Modified","3"
"301","657226","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","0"
"302","657225","Landing Page Submission","Google","No","1",4,595,4,"Page Visited on Website","Unemployed","Thane & Outskirts","No","Modified","4"
"303","657224","API","Referral Sites","No","0",7,250,2.33,"Email Opened","Unemployed","Other Metro Cities","No","Email Opened","0"
"304","657220","Landing Page Submission","Google","No","0",11,1189,11,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"305","657186","Landing Page Submission","Google","No","0",5,73,5,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"306","657183","Landing Page Submission","Direct Traffic","No","0",3,491,3,"Email Opened","Working Professional","Mumbai","Yes","Modified","3"
"307","657174","API","Google","Yes","1",7,1281,1.75,"Email Bounced","Unemployed","Mumbai","No","Email Bounced","2"
"308","657148","API","Organic Search","No","1",3,117,3,"Olark Chat Conversation","Unemployed","Mumbai","No","Modified","2"
"309","657142","API","Google","No","0",5,1493,1.67,"Email Opened","Unemployed","Mumbai","No","Email Opened","0"
"310","657139","Landing Page Submission","Google","No","1",5,263,2.5,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"311","657138","API","Google","No","0",7,207,3.5,"Email Opened","Unemployed","Mumbai","No","Email Opened","0"
"312","657123","Landing Page Submission","Google","No","0",4,67,4,"Page Visited on Website","Unemployed","Mumbai","No","Modified","4"
"313","657117","API","Referral Sites","No","0",6,866,3,"Email Opened","Unemployed","Mumbai","No","Email Opened","2"
"314","657101","Landing Page Submission","Organic Search","No","0",6,419,6,"Unreachable","Unemployed","Mumbai","Yes","Modified","3"
"315","657092","API","Organic Search","No","0",11,188,5.5,"Email Link Clicked","Unemployed","Mumbai","No","Email Link Clicked","0"
"316","657077","API","Google","No","0",2,362,2,"Email Link Clicked","Unemployed","Mumbai","No","Modified","2"
"317","657073","Landing Page Submission","Google","No","0",3,199,3,"Form Submitted on Website","Unemployed","Mumbai","No","Modified","4"
"318","657045","API","Google","No","1",10,556,5,"Olark Chat Conversation","Unemployed","Mumbai","No","Modified","4"
"319","657038","API","Referral Sites","No","1",5,1536,5,"Email Opened","Working Professional","Thane & Outskirts","No","Email Opened","3"
"320","657033","API","Google","No","1",4,1088,4,"Page Visited on Website","Working Professional","Mumbai","No","Modified","4"
"321","657032","Landing Page Submission","Referral Sites","No","1",6,863,6,"Email Opened","Unemployed","Thane & Outskirts","Yes","Email Opened","3"
"322","657031","Landing Page Submission","Direct Traffic","Yes","0",4,1410,4,"Email Bounced","Unemployed","Mumbai","No","Modified","3"
"323","657014","API","Organic Search","Yes","0",8,76,8,"Email Bounced","Unemployed","Mumbai","No","Modified","0"
"324","657010","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Other Cities of Maharashtra","No","Email Opened","0"
"325","657002","Landing Page Submission","Direct Traffic","No","0",6,209,3,"Page Visited on Website","Unemployed","Other Cities of Maharashtra","Yes","Modified","3"
"326","656976","Landing Page Submission","Google","No","0",5,58,5,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"327","656962","API","Google","No","0",6,90,2,"Page Visited on Website","Unemployed","Mumbai","No","Modified","2"
"328","656948","API","Organic Search","No","1",7,950,2.33,"Email Opened","Unemployed","Other Cities","No","Email Opened","3"
"329","656945","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Other Cities","No","Modified","3"
"330","656939","Landing Page Submission","Google","No","0",8,149,2,"Olark Chat Conversation","Unemployed","Mumbai","Yes","Olark Chat Conversation","2"
"331","656938","Landing Page Submission","Direct Traffic","No","0",4,3,4,"Olark Chat Conversation","Unemployed","Other Cities","Yes","Modified","4"
"332","656911","Landing Page Submission","Direct Traffic","No","1",7,901,7,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"333","656900","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","2"
"334","656896","API","Referral Sites","No","0",6,110,3,"Email Link Clicked","Unemployed","Mumbai","No","Email Link Clicked","0"
"335","656887","API","Olark Chat","No","0",0,0,0,"Email Opened","Unemployed","Other Cities of Maharashtra","No","Email Opened","0"
"336","656880","Lead Add Form","Reference","No","1",0,0,0,"Email Opened","Unemployed","Mumbai","No","Email Opened","3"
"337","656875","API","Google","No","0",3,445,3,"Email Link Clicked","Unemployed","Mumbai","No","Modified","2"
"338","656859","Landing Page Submission","Google","No","0",7,1939,2.33,"Email Opened","Unemployed","Mumbai","No","Email Opened","4"
"339","656852","API","Olark Chat","No","0",0,0,0,"Olark Chat Conversation","Unemployed","Thane & Outskirts","No","Modified","2"
"340","656833","API","Google","No","0",3,199,1.5,"Email Opened","Unemployed","Thane & Outskirts","No","Modified","3"
